Company,Tax Name,Filed By
Estudio Pura Vida LLC,California Employment Training Tax,PF
Estudio Pura Vida LLC,CA state disability insurance,PF
"Fundriver, Inc.",,
"Tola Capital Management, LLC",WA Family and Medical Leave Insurance (Employee),PF
"Tola Capital Management, LLC",WA Family and Medical Leave Insurance (Employer),PF
Rise Up Kingston,,
"Calm.com, Inc",,
Landry Design Group Inc,,
Brodie Store Inc,,
"Tripod Education Partners, LLC",,
"Solchroma Technologies, Inc.",,
Pioneer Square D&E,WA Family and Medical Leave Insurance (Employee),PF
"SimpleNexus, LLC",,
Mona Learning LLC,,
"Virtual Assist USA, LLC",Marshall (Township) North Allegheny School District EIT,MT
"Virtual Assist USA, LLC",Marshall (Township) North Allegheny School District LST,MT
"Virtual Assist USA, LLC",Monessen (City) Monessen City School District EIT,MT
"Virtual Assist USA, LLC",Monessen (City) Monessen City School District LST,MT
Linden Segal LLC,"Denver OPT, for employees",MT
Linden Segal LLC,"Denver OPT, for employers",MT
Mike's Hot Honey,,
Gentis Solutions,,
FIXD Automotive Inc,Federal Income Tax,PF
FIXD Automotive Inc,Social Security,PF
FIXD Automotive Inc,Employer Social Security,PF
FIXD Automotive Inc,Medicare,PF
FIXD Automotive Inc,Employer Medicare Tax,PF
FIXD Automotive Inc,Federal Unemployment Tax,PF
FIXD Automotive Inc,Georgia State Unemployment Tax,MT
FIXD Automotive Inc,Georgia Administrative Assessment Tax,MT
FIXD Automotive Inc,Georgia State Tax,MT
FIXD Automotive Inc,Additional Medicare,PF
Event Horizon Technologies,California State Tax,PF
Event Horizon Technologies,California State Unemployment Tax,PF
Event Horizon Technologies,California Employment Training Tax,PF
Event Horizon Technologies,CA state disability insurance,PF
Event Horizon Technologies,Additional Medicare,PF
Event Horizon Technologies,New Hampshire Unemployment Insurance Tax.,MT
Event Horizon Technologies,New Hampshire Administrative Contribution (AC) Tax.,MT
Launch Angels Management Company,,
"Meg Manthos, PhD, PLLC",,
"Productiv, Inc.",WA Family and Medical Leave Insurance (Employee),PF
Panacea Direct Inc,,
Gram Labs Inc,,
Prestwick Holdings LLC,,
"PocketChange, Inc.",,
"Digitally Imported, Inc.","Denver OPT, for employers",MT
"Digitally Imported, Inc.","Denver OPT, for employees",MT
"Digitally Imported, Inc.","Glendale OPT, for employees",MT
"Digitally Imported, Inc.","Glendale OPT, for employers",MT
Carbon Five Inc.,WA Family and Medical Leave Insurance (Employee),PF
MZ Kark & Assoc.,Federal Income Tax,PF
MZ Kark & Assoc.,Social Security,PF
MZ Kark & Assoc.,Employer Social Security,PF
MZ Kark & Assoc.,Medicare,PF
MZ Kark & Assoc.,Employer Medicare Tax,PF
MZ Kark & Assoc.,Federal Unemployment Tax,PF
MZ Kark & Assoc.,Colorado State Unemployment Insurance Tax,MT
MZ Kark & Assoc.,Colorado State Withholding Tax,MT
MZ Kark & Assoc.,"Glendale OPT, for employees",MT
MZ Kark & Assoc.,"Glendale OPT, for employers",MT
MZ Kark & Assoc.,Additional Medicare,PF
Danhua Capital Management LLC,,
Agvarem Inc,,
Nevin Tax and Accounting LLC,,
"Lyssn.io, Inc.",,
ReNUE Properties Arizona Inc,,
"Hurricane Hill Development Company, PLLC",,
CannAllay LLC,Federal Income Tax,PF
CannAllay LLC,Social Security,PF
CannAllay LLC,Employer Social Security,PF
CannAllay LLC,Medicare,PF
CannAllay LLC,Employer Medicare Tax,PF
CannAllay LLC,Federal Unemployment Tax,PF
CannAllay LLC,NJ State Unemployment Tax,MT
CannAllay LLC,NJ Workforce Development/Supplemental Work Force,MT
CannAllay LLC,New Jersey State Unemployment Insurance,MT
CannAllay LLC,NJ Family Leave Insurance,MT
CannAllay LLC,New Jersey State Disability Insurance,MT
CannAllay LLC,New Jersey Employer SDI,MT
CannAllay LLC,New Jersey State Tax,MT
CannAllay LLC,Additional Medicare,PF
Jabberwocky Composites LLC,Federal Income Tax,PF
Jabberwocky Composites LLC,Social Security,PF
Jabberwocky Composites LLC,Employer Social Security,PF
Jabberwocky Composites LLC,Medicare,PF
Jabberwocky Composites LLC,Employer Medicare Tax,PF
Jabberwocky Composites LLC,Federal Unemployment Tax,PF
Jabberwocky Composites LLC,Washington State Unemployment Tax,PF
Jabberwocky Composites LLC,Washington Employment Admin Fund,PF
Jabberwocky Composites LLC,Washington Workers' Comp Insurance - Employee,PF
Jabberwocky Composites LLC,Washington Workers' Comp Insurance - Employer,PF
Jabberwocky Composites LLC,Additional Medicare,PF
Jabberwocky Composites LLC,WA Family and Medical Leave Insurance (Employee),MT
Joshua Carpenter DMD PLLC,WA Family and Medical Leave Insurance (Employee),PF
Retireup INC,,
Seattle Indian Services Commission,Federal Unemployment Tax,PF
Seattle Indian Services Commission,WA Family and Medical Leave Insurance (Employer),PF
MSW Print and Imaging,Michigan State Unemployment Tax,MT
MSW Print and Imaging,Michigan Obligation Assessment Tax,MT
Nevin Tax and Accounting LLC,,
The Altus Group,,
"aescape, inc.",,
"PaperG, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"PaperG, Inc.",Michigan State Unemployment Tax,MT
"PaperG, Inc.",Michigan Obligation Assessment Tax,MT
"Courtview OB/GYN, P.A.",Federal Income Tax,PF
"Courtview OB/GYN, P.A.",Social Security,PF
"Courtview OB/GYN, P.A.",Employer Social Security,PF
"Courtview OB/GYN, P.A.",Medicare,PF
"Courtview OB/GYN, P.A.",Employer Medicare Tax,PF
"Courtview OB/GYN, P.A.",Federal Unemployment Tax,PF
"Courtview OB/GYN, P.A.",North Carolina State Unemployment Tax,MT
"Courtview OB/GYN, P.A.",North Carolina State Tax,MT
"Courtview OB/GYN, P.A.",Additional Medicare,PF
"Presley Public Relations and Marketing, LLC",,
"Blavity, Inc.",,
ITN International,Federal Income Tax,PF
ITN International,Social Security,PF
ITN International,Employer Social Security,PF
ITN International,Medicare,PF
ITN International,Employer Medicare Tax,PF
ITN International,Federal Unemployment Tax,PF
ITN International,Additional Medicare,PF
ITN International,Utah State Unemployment Tax,MT
ITN International,Utah State Tax,MT
"Kruze Consulting, Inc.",,
Black Forest Hospitality Group LLC,,
"1051, PBC",,
"Highlands Micro School, LLC",,
"MarketFleet, Inc.",,
Acivilate Inc.,,
"Metro Tile Associates, Inc.",,
"Bungalow Living, Inc",,
Coat Check Complete,WA Family and Medical Leave Insurance (Employee),PF
"Talent International, CA Inc",,
Commonwealth Joe,,
Chowdhry Corp,,
"FUZE BRANDING, LLC",,
"GBC Salon Partners Marietta, LLC",,
"ZippyKid, Inc",,
"About Time Machining, Inc.",Federal Income Tax,PF
"About Time Machining, Inc.",Social Security,PF
"About Time Machining, Inc.",Employer Social Security,PF
"About Time Machining, Inc.",Medicare,PF
"About Time Machining, Inc.",Employer Medicare Tax,PF
"About Time Machining, Inc.",Federal Unemployment Tax,PF
"About Time Machining, Inc.",Minnesota State Withholding Tax,MT
"About Time Machining, Inc.",Minnesota Unemployment Insurance Tax,MT
"About Time Machining, Inc.",Minnesota State Unemployment Insurance Surcharge,MT
"7 CUPS OF TEA, CO",,
Second Chance Detox,Federal Income Tax,PF
Second Chance Detox,Social Security,PF
Second Chance Detox,Employer Social Security,PF
Second Chance Detox,Medicare,PF
Second Chance Detox,Employer Medicare Tax,PF
Second Chance Detox,Federal Unemployment Tax,PF
Second Chance Detox,Florida State Unemployment Tax,MT
Made by Grizzly Inc,,
Soluna Labs Inc.,,
"Artisanal Talent Group, Inc.",,
"Tsang Mobile Dental, PLLC",,
Sparta Software Corporation,Lane Transit Tax,MT
Sparta Software Corporation,Additional Medicare,PF
ADAPTIVE APPLICATIONS,Additional Medicare,PF
ADAPTIVE APPLICATIONS,Kentucky Unemployment Tax,MT
Data Fusion Technologies,,
"Rescale, Inc.",,
IdeaFlow Inc,,
Current Management Group,WA Family and Medical Leave Insurance (Employee),PF
Future Motion Inc,WA Family and Medical Leave Insurance (Employee),PF
Harmony Photography Inc.,Federal Income Tax,PF
Harmony Photography Inc.,Social Security,PF
Harmony Photography Inc.,Employer Social Security,PF
Harmony Photography Inc.,Medicare,PF
Harmony Photography Inc.,Employer Medicare Tax,PF
Harmony Photography Inc.,Federal Unemployment Tax,PF
Harmony Photography Inc.,New York State Unemployment Tax,PF
Harmony Photography Inc.,New York Reemployment Fund,PF
Harmony Photography Inc.,NY State Disability Insurance (SDI),MT
Harmony Photography Inc.,New York State Withholdings Tax,PF
Harmony Photography Inc.,Additional Medicare,PF
Harmony Photography Inc.,NY Family Leave Insurance,MT
"KCH & Co, P.C.",Social Security,PF
"KCH & Co, P.C.",Employer Social Security,PF
"KCH & Co, P.C.",Medicare,PF
"KCH & Co, P.C.",Employer Medicare Tax,PF
"KCH & Co, P.C.",Additional Medicare,PF
"KCH & Co, P.C.",NY Family Leave Insurance,MT
Everlance Inc.,,
Centre for Effective Altruism USA Inc.,California State Tax,PF
Centre for Effective Altruism USA Inc.,California State Unemployment Tax,PF
Centre for Effective Altruism USA Inc.,California Employment Training Tax,PF
Centre for Effective Altruism USA Inc.,CA state disability insurance,PF
Centre for Effective Altruism USA Inc.,Additional Medicare,PF
Centre for Effective Altruism USA Inc.,Maryland State Withholding Tax,MT
Centre for Effective Altruism USA Inc.,Maryland State Unemployment Insurance Tax,MT
Gentis Solutions,,
"Zendrive, Inc",California State Tax,PF
"Zendrive, Inc",California State Unemployment Tax,PF
"Zendrive, Inc",California Employment Training Tax,PF
"Zendrive, Inc",CA state disability insurance,PF
"Zendrive, Inc",Additional Medicare,PF
"Zendrive, Inc",Florida State Unemployment Tax,MT
"Zendrive, Inc",Arizona State Unemployment Tax,MT
"Zendrive, Inc",Arizona State Tax,MT
"Zendrive, Inc",Michigan State Unemployment Tax,MT
"Zendrive, Inc",Michigan State Tax,MT
"Zendrive, Inc",Michigan Obligation Assessment Tax,MT
"Robinson Consulting Group, LLC",,
"My Doctor, LLC",,
Heather Lyons PHD,,
"Electra Vehicles, Inc.",Social Security,PF
"Electra Vehicles, Inc.",Employer Social Security,PF
"Electra Vehicles, Inc.",Medicare,PF
"Electra Vehicles, Inc.",Employer Medicare Tax,PF
"Electra Vehicles, Inc.",Federal Unemployment Tax,PF
"Electra Vehicles, Inc.",Additional Medicare,PF
"Electra Vehicles, Inc.",Massachusetts Employer Medical Assistance Contributions,MT
"Bungalow Living, Inc",Federal Income Tax,PF
"Bungalow Living, Inc",New Jersey State Tax,MT
Common Sun Inc,,
"Bolt Financial, Inc.",,
"fischerAppelt, Inc.",,
"Hutchison Group, Inc.",,
DAKOTA MATTING & ENVIRONMENTAL SOLUTIONS LLC,,
"Air Labs, Inc.",,
"D NGUYEN, DDS PS",,
"DCS Software, Inc.",,
360 Accelerator Education Partners,,
Puget Sound Plastic Surgical Group,,
Bureau Translations Inc.,,
"Comma.ai, Inc.",,
Kujo Inc.,WA Family and Medical Leave Insurance (Employee),PF
Kujo Inc.,WA Family and Medical Leave Insurance (Employer),PF
BBAE Holdings LLC,,
Techne LLC,Maryland State Unemployment Insurance Tax,MT
Techne LLC,Additional Medicare,PF
Techne LLC,Virginia Unemployment Insurance Tax,MT
AV Guys LLC,Federal Income Tax,PF
AV Guys LLC,Social Security,PF
AV Guys LLC,Employer Social Security,PF
AV Guys LLC,Medicare,PF
AV Guys LLC,Employer Medicare Tax,PF
AV Guys LLC,Federal Unemployment Tax,PF
AV Guys LLC,Tennessee State Unemployment Insurance Premiums,MT
AV Guys LLC,Additional Medicare,PF
APEX Ministries United Methodist Church,,
"Augean Robotics, Inc.",,
"The Good Bean, Inc.",WA Family and Medical Leave Insurance (Employee),PF
A Better Day Counseling LLC,Federal Income Tax,PF
A Better Day Counseling LLC,Social Security,PF
A Better Day Counseling LLC,Employer Social Security,PF
A Better Day Counseling LLC,Medicare,PF
A Better Day Counseling LLC,Employer Medicare Tax,PF
A Better Day Counseling LLC,Federal Unemployment Tax,PF
A Better Day Counseling LLC,Georgia State Unemployment Tax,MT
A Better Day Counseling LLC,Georgia Administrative Assessment Tax,MT
A Better Day Counseling LLC,Georgia State Tax,MT
A Better Day Counseling LLC,South Carolina State Withholding Tax,MT
A Better Day Counseling LLC,South Carolina State Unemployment Insurance Tax,MT
A Better Day Counseling LLC,South Carolina State Unemployment Insurance Surcharge,MT
"SMS ThinkTank, LLC",,
"Telepathic, Inc.",,
Downtown Cigar Bar,Federal Income Tax,PF
Downtown Cigar Bar,Social Security,PF
Downtown Cigar Bar,Employer Social Security,PF
Downtown Cigar Bar,Medicare,PF
Downtown Cigar Bar,Employer Medicare Tax,PF
Downtown Cigar Bar,Federal Unemployment Tax,PF
Downtown Cigar Bar,Florida State Unemployment Tax,MT
Downtown Cigar Bar,Additional Medicare,PF
"R&R Loving Hands, Inc.",,
"XT3ND Software, LLC",,
Popcorn Holdings LLC,Utah State Unemployment Tax,MT
Popcorn Holdings LLC,Utah State Tax,MT
Popcorn Holdings LLC,Additional Medicare,PF
Popcorn Holdings LLC,California State Tax,PF
Popcorn Holdings LLC,California State Unemployment Tax,PF
Popcorn Holdings LLC,California Employment Training Tax,PF
Popcorn Holdings LLC,CA state disability insurance,PF
Premier Edge Construction Inc,,
"Blackfynn, Inc.",,
Le Lux Beautique,,
Montana Good Life Properties Inc.,,
Feelmore Labs Inc,,
"Chief Detective, LLC","Denver OPT, for employees",MT
"Chief Detective, LLC","Denver OPT, for employers",MT
Giovane Fornaio LLC,WA Family and Medical Leave Insurance (Employee),PF
"CyOne, Inc.",,
Everledger Inc,WA Family and Medical Leave Insurance (Employee),PF
Seattle International Engineering,,
Paul A Patterson LLC,,
2-CM Technologies LLC,,
Yamamoto Radiography Inc,,
FDC Services,,
"Angela Hungelmann, PH.D., Psychologist, LLC",WA Family and Medical Leave Insurance (Employee),PF
Lord Psychological Services LLC,Washington State Unemployment Tax,PF
Lord Psychological Services LLC,Washington Employment Admin Fund,PF
Lord Psychological Services LLC,WA Family and Medical Leave Insurance (Employer),PF
"5 Star Plumbing, Inc",,
"Alphonso, Inc.",California State Tax,PF
"Alphonso, Inc.",California State Unemployment Tax,PF
"Alphonso, Inc.",California Employment Training Tax,PF
"Alphonso, Inc.",CA state disability insurance,PF
"Alphonso, Inc.",New York State Unemployment Tax,PF
"Alphonso, Inc.",New York Reemployment Fund,PF
"Alphonso, Inc.",NY State Disability Insurance (SDI),MT
Macrostax,Colorado State Unemployment Insurance Tax,MT
Macrostax,Colorado State Withholding Tax,MT
Macrostax,Additional Medicare,PF
Macrostax,Texas State Unemployment Tax,PF
Chaotically Creative Co.,,
"Art Start Art, LLC",,
MD Tox Laboratory,,
"Phil, Inc.",,
Precision Essay LLC,,
"Nimble Robotics, Inc.",,
Centauric LLC,,
Redflag Traffic Management LLP,Federal Income Tax,PF
Redflag Traffic Management LLP,Social Security,PF
Redflag Traffic Management LLP,Employer Social Security,PF
Redflag Traffic Management LLP,Medicare,PF
Redflag Traffic Management LLP,Employer Medicare Tax,PF
Redflag Traffic Management LLP,Federal Unemployment Tax,PF
Redflag Traffic Management LLP,Pennsylvania Unemployment Insurance Tax,MT
Redflag Traffic Management LLP,Pennsylvania Withholding Tax,MT
Redflag Traffic Management LLP,Pennsylvania Unemployment Insurance Employee Contribution,MT
Redflag Traffic Management LLP,Hazleton (City) Hazleton Area School District EIT,MT
Redflag Traffic Management LLP,Hazleton (City) Hazleton Area School District LST,MT
Joy Labs LLC,Social Security,PF
Joy Labs LLC,Employer Social Security,PF
Joy Labs LLC,Medicare,PF
Joy Labs LLC,Employer Medicare Tax,PF
Joy Labs LLC,California State Tax,PF
Joy Labs LLC,California State Unemployment Tax,PF
Joy Labs LLC,California Employment Training Tax,PF
Joy Labs LLC,CA state disability insurance,PF
Joy Labs LLC,Connecticut State Unemployment Tax,MT
Joy Labs LLC,Connecticut State Tax,MT
50 Shades of Beauty,,
Brystra Insurance Services Inc,,
Gladly Software Inc.,,
"Digital Genius, Inc.",,
Bootcamp Prep LLC,,
Slim Ranch LLC,Additional Medicare,PF
Slim Ranch LLC,Wyoming State Unemployment Tax,MT
"Kruze Consulting, Inc.",,
Nelson Consulting LLC,Federal Income Tax,PF
Nelson Consulting LLC,Social Security,PF
Nelson Consulting LLC,Employer Social Security,PF
Nelson Consulting LLC,Medicare,PF
Nelson Consulting LLC,Employer Medicare Tax,PF
Nelson Consulting LLC,Federal Unemployment Tax,PF
Nelson Consulting LLC,Minnesota State Withholding Tax,MT
Nelson Consulting LLC,Additional Medicare,PF
"ExamMed, LLC",,
"Career Development & Training Institute, LLC",,
MEA Marketing LLC,Maryland State Withholding Tax,MT
Intelivideo,Federal Income Tax,PF
Intelivideo,Social Security,PF
Intelivideo,Employer Social Security,PF
Intelivideo,Medicare,PF
Intelivideo,Employer Medicare Tax,PF
Intelivideo,Federal Unemployment Tax,PF
Intelivideo,Colorado State Unemployment Insurance Tax,MT
Intelivideo,Colorado State Withholding Tax,MT
LeanData Inc,,
Eluvio,,
Palm Tree Advisors LLC,,
"RLH CPAs & Business Advisors, LLC",Federal Income Tax,PF
"RLH CPAs & Business Advisors, LLC",Social Security,PF
"RLH CPAs & Business Advisors, LLC",Employer Social Security,PF
"RLH CPAs & Business Advisors, LLC",Medicare,PF
"RLH CPAs & Business Advisors, LLC",Employer Medicare Tax,PF
"RLH CPAs & Business Advisors, LLC",Federal Unemployment Tax,PF
"RLH CPAs & Business Advisors, LLC",Additional Medicare,PF
"RLH CPAs & Business Advisors, LLC",Pennsylvania Withholding Tax,MT
"RLH CPAs & Business Advisors, LLC",Hanover (Borough) Hanover Public School District EIT,MT
Brothers Trucking LLC,WA Family and Medical Leave Insurance (Employee),PF
Codefied Inc.,,
Atomic Auto,Federal Income Tax,PF
Atomic Auto,Oregon State Withholding Tax,MT
Atomic Auto,Oregon Employee Statewide Transit Tax,MT
"AstrumU, Inc.",,
"Premier Mortgage, LLC",WA Family and Medical Leave Insurance (Employee),PF
Synaxis Corporation,WA Family and Medical Leave Insurance (Employee),PF
AccuRadio LLC,Washington Workers' Comp Insurance - Employer,PF
AccuRadio LLC,WA Family and Medical Leave Insurance (Employee),MT
Communities in Schools of Seattle,WA Family and Medical Leave Insurance (Employee),PF
Communities in Schools of Seattle,WA Family and Medical Leave Insurance (Employer),PF
"Dexterity, Inc.",,
Eksdyne Inc.,,
Formidable Labs Inc,WA Family and Medical Leave Insurance (Employee),PF
Skip Transport inc,,
Cold Comfort HVAC Services,,
ThinqShift,,
PCO Central LLC,Maine State Unemployment Tax,MT
PCO Central LLC,Maine CSSF,MT
PCO Central LLC,Maine State Tax,MT
PCO Central LLC,Indiana State Unemployment Insurance Tax,MT
Animalz Incorporated,California State Tax,PF
Animalz Incorporated,California State Unemployment Tax,PF
Animalz Incorporated,California Employment Training Tax,PF
Animalz Incorporated,CA state disability insurance,PF
Animalz Incorporated,New York State Unemployment Tax,PF
Animalz Incorporated,New York Reemployment Fund,PF
Animalz Incorporated,NY State Disability Insurance (SDI),MT
Animalz Incorporated,New York State Withholdings Tax,PF
Animalz Incorporated,New York City Tax,PF
"LAW FIRM OF DAYREL SEWELL, PLLC",,
Hot Indian Foods,Federal Income Tax,PF
Hot Indian Foods,Minnesota State Withholding Tax,MT
Seth T. Walizer Insurance Agency INC,,
"Alma Mater Management Company, LLC",WA Family and Medical Leave Insurance (Employee),PF
"Alma Mater Management Company, LLC",WA Family and Medical Leave Insurance (Employer),PF
"Cash Camp, Inc.",Federal Income Tax,PF
"Cash Camp, Inc.",Social Security,PF
"Cash Camp, Inc.",Employer Social Security,PF
"Cash Camp, Inc.",Medicare,PF
"Cash Camp, Inc.",Employer Medicare Tax,PF
"Cash Camp, Inc.",New York State Unemployment Tax,PF
"Cash Camp, Inc.",New York Reemployment Fund,PF
"Cash Camp, Inc.",NY State Disability Insurance (SDI),MT
"Cash Camp, Inc.",New York State Withholdings Tax,PF
"Cash Camp, Inc.",New York City Tax,PF
"Cash Camp, Inc.",Additional Medicare,PF
Journey Financial Planners LLC,,
Kris Blum Chiropractic Inc.,,
INTELLECTS MN INC UNITED JIU JITSU,Minnesota Unemployment Insurance Tax,MT
INTELLECTS MN INC UNITED JIU JITSU,Minnesota State Unemployment Insurance Surcharge,MT
JFK Software LLC,,
FundThrough USA Inc.,Georgia State Unemployment Tax,MT
FundThrough USA Inc.,Georgia Administrative Assessment Tax,MT
FundThrough USA Inc.,Georgia State Tax,MT
FundThrough USA Inc.,Colorado State Unemployment Insurance Tax,MT
FundThrough USA Inc.,Colorado State Withholding Tax,MT
FundThrough USA Inc.,"Denver OPT, for employees",MT
FundThrough USA Inc.,"Denver OPT, for employers",MT
LeonElla Enterprises LLC,,
LeonElla Enterprises LLC,,
Spero Dei Church,,
"The Thrive Group, Inc",New York State Unemployment Tax,PF
"The Thrive Group, Inc",New York Reemployment Fund,PF
"The Thrive Group, Inc",NY State Disability Insurance (SDI),MT
"The Thrive Group, Inc",New York State Withholdings Tax,PF
"The Thrive Group, Inc",California State Unemployment Tax,PF
"The Thrive Group, Inc",California Employment Training Tax,PF
"The Thrive Group, Inc",CA state disability insurance,PF
"Gilfand Berg Coating Remodeling, Inc.",,
Teaching Lab,"Washington, D.C. Withholding Tax",MT
Teaching Lab,South Carolina State Unemployment Insurance Tax,MT
Teaching Lab,South Carolina State Unemployment Insurance Surcharge,MT
"Upstack Technologies, Inc.",New York State Unemployment Tax,PF
"Upstack Technologies, Inc.",New York Reemployment Fund,PF
"Upstack Technologies, Inc.",New York State Withholdings Tax,PF
"Upstack Technologies, Inc.",Additional Medicare,PF
"Upstack Technologies, Inc.",NY State Disability Insurance (SDI),MT
"Upstack Technologies, Inc.",Missouri Withholding Tax,MT
"Upstack Technologies, Inc.",Missouri Unemployment Insurance Tax,MT
EON Sports LLC,,
TransLifeline,,
"George Awad, Inc",,
"Tecphos, Inc.",,
Steve Mach Personal Training Inc,,
Exycute,,
"Armoire Style, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"Two1Four Interactive, LLC",,
"The Kitchen Orcas, LLC",WA Family and Medical Leave Insurance (Employee),PF
Schilling Cider LLC,WA Family and Medical Leave Insurance (Employee),PF
"The Rare Barrel, LLC",,
"Labrador Agency, Inc",Connecticut State Unemployment Tax,MT
"Liberty Communities, LLC",,
"Running Water, LLC.",Federal Income Tax,PF
"Running Water, LLC.",Social Security,PF
"Running Water, LLC.",Employer Social Security,PF
"Running Water, LLC.",Medicare,PF
"Running Water, LLC.",Employer Medicare Tax,PF
"Running Water, LLC.",Federal Unemployment Tax,PF
"Running Water, LLC.",South Carolina State Withholding Tax,MT
"Running Water, LLC.",South Carolina State Unemployment Insurance Tax,MT
"Running Water, LLC.",South Carolina State Unemployment Insurance Surcharge,MT
"Bunker Protect, Inc.",Federal Income Tax,PF
"Bunker Protect, Inc.",Social Security,PF
"Bunker Protect, Inc.",Employer Social Security,PF
"Bunker Protect, Inc.",Medicare,PF
"Bunker Protect, Inc.",Employer Medicare Tax,PF
"Bunker Protect, Inc.",Federal Unemployment Tax,PF
"Bunker Protect, Inc.",Wisconsin Withholding Tax,MT
"Bunker Protect, Inc.",Wisconsin Unemployment Insurance Tax,MT
"Bunker Protect, Inc.",Additional Medicare,PF
DoRodo,Michigan State Unemployment Tax,MT
DoRodo,Michigan Obligation Assessment Tax,MT
Haiku Ventures LLC,Florida State Unemployment Tax,MT
Haiku Ventures LLC,Additional Medicare,PF
Haiku Ventures LLC,Washington State Unemployment Tax,PF
Haiku Ventures LLC,Washington Employment Admin Fund,PF
Haiku Ventures LLC,Washington Workers' Comp Insurance - Employee,PF
Haiku Ventures LLC,Washington Workers' Comp Insurance - Employer,PF
Haiku Ventures LLC,WA Family and Medical Leave Insurance (Employee),PF
Haiku Ventures LLC,WA Family and Medical Leave Insurance (Employer),PF
Anchor Baptist Church,Social Security,PF
Anchor Baptist Church,Employer Social Security,PF
Anchor Baptist Church,Medicare,PF
Anchor Baptist Church,Employer Medicare Tax,PF
Anchor Baptist Church,OR State Unemployment Insurance Tax,MT
Anchor Baptist Church,Oregon Workers' Benefit Fund (Employer),MT
Anchor Baptist Church,Oregon Workers' Benefit Fund (Employee),MT
Anchor Baptist Church,Additional Medicare,PF
Logis Solutions Inc,WA Family and Medical Leave Insurance (Employee),PF
Logis Solutions Inc,WA Family and Medical Leave Insurance (Employer),PF
Media Mobilize,Additional Medicare,PF
Media Mobilize,New York State Unemployment Tax,PF
Media Mobilize,New York Reemployment Fund,PF
Media Mobilize,NY State Disability Insurance (SDI),MT
Media Mobilize,New York State Withholdings Tax,PF
City Sewer Cleaners Inc,,
LuminAID Lab LLC,,
Brave New World Inc.,,
Little Steps Learning Center,Federal Unemployment Tax,PF
CSS Payroll Co LP,California State Tax,PF
CSS Payroll Co LP,California State Unemployment Tax,PF
CSS Payroll Co LP,California Employment Training Tax,PF
CSS Payroll Co LP,CA state disability insurance,PF
CSS Payroll Co LP,Additional Medicare,PF
CSS Payroll Co LP,OR State Unemployment Insurance Tax,MT
CSS Payroll Co LP,Oregon Workers' Benefit Fund (Employer),MT
CSS Payroll Co LP,Trimet Excise Tax,MT
CSS Payroll Co LP,Wyoming State Unemployment Tax,MT
suoLL LLC,Federal Income Tax,PF
suoLL LLC,Social Security,PF
suoLL LLC,Employer Social Security,PF
suoLL LLC,Medicare,PF
suoLL LLC,Employer Medicare Tax,PF
suoLL LLC,Federal Unemployment Tax,PF
suoLL LLC,Arizona State Unemployment Tax,MT
suoLL LLC,Arizona State Tax,MT
suoLL LLC,Additional Medicare,PF
"Kaiser Financial, Inc.",,
"Auburn House Wash, LLC",,
"Wells Levitt Group, LLC",,
Chang Office of Designers and Architects,,
"A Crowded Coop, LLC",,
"Splashes Mini Bar LLC, DBA Splash Mixers",Federal Income Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Social Security,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Employer Social Security,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Medicare,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Employer Medicare Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Federal Unemployment Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",New York State Unemployment Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",New York Reemployment Fund,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",NY State Disability Insurance (SDI),MT
"Splashes Mini Bar LLC, DBA Splash Mixers",New York State Withholdings Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",New York City Tax,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",Additional Medicare,PF
"Splashes Mini Bar LLC, DBA Splash Mixers",NY Family Leave Insurance,MT
"Law Offices of Christopher C. Thaens, PC",,
Peninsula Visa & Courier Service,,
"HackerOne, Inc.",,
"Flyreel, Inc.","Denver OPT, for employees",MT
"Flyreel, Inc.","Denver OPT, for employers",MT
AMB Insurance Agency Inc,Additional Medicare,PF
AMB Insurance Agency Inc,Idaho State Unemployment Tax,MT
AMB Insurance Agency Inc,Idaho Workforce Development,MT
Lob.com Inc.,,
A Clean Line LLC,,
"Green Top Farms, LLC",,
Weave Communications,,
"Elevated Title, LLC",,
Makse Group LLC,,
"RoundSphere, LLC",,
The Infatuation Inc.,New York State Unemployment Tax,PF
The Infatuation Inc.,New York Reemployment Fund,PF
The Infatuation Inc.,NY State Disability Insurance (SDI),MT
The Infatuation Inc.,New York State Withholdings Tax,PF
The Infatuation Inc.,Pennsylvania Unemployment Insurance Tax,MT
The Infatuation Inc.,Pennsylvania Withholding Tax,MT
The Infatuation Inc.,Pennsylvania Unemployment Insurance Employee Contribution,MT
The Infatuation Inc.,Philadelphia City Tax,MT
The Infatuation Inc.,Massachusetts State Unemployment Tax,MT
The Infatuation Inc.,Massachusetts Workforce Training Fund,MT
The Infatuation Inc.,Massachusetts State Tax,MT
