company_id,agency_mastertax_id,due_date,period_end,agency_name,agency_state,amendment
1409772688731197,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923484559,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923482899,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923482899,TX0000-010,10/31/19,09/30/19,TWC,TX,false
7757616923483583,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923484197,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923485620,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923487582,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
7757616923505163,NY0000-001,01/10/19,03/31/19,New York Withholding,NY,false
7757616923526701,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923527697,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
7757616923540533,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923576207,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923574460,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
1364449739318000,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1398723250745572,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
1398723250745572,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1403574545450416,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
1406238567792164,OH0000-010,10/31/19,09/30/19,Ohio Department of Job & Family Service,OH,false
7757616923483553,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923483553,OH0000-001,05/15/19,04/30/19,Treasurer of State of Ohio,OH,false
1372110483583000,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
1375916692881069,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
1381203291765597,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1394133639763206,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1405709642051727,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1389641286278750,OH0000-001,07/31/19,06/30/19,Treasurer of State of Ohio,OH,false
1389832742650195,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
1393006760872110,VT0000-001,04/25/19,03/31/19,Vermont Department of Taxes,VT,false
1400196143951434,MO0000-010,04/30/19,03/31/19,MO Department of Labor and Industrial Relations,MO,false
1398723250745572,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1409079755797035,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
1409079755797035,IL0000-010,04/30/19,03/31/19,Illinois Unemployment,IL,false
1409079755797035,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923479816,TX0000-010,10/31/19,09/30/19,TWC,TX,false
1409079749239544,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
7757616923479844,MO0002-001,04/30/19,03/31/19,City of St. Louis,MO,false
7757616923480026,AZ0000-001,04/30/19,03/31/19,Arizona Withholding,AZ,false
7757616923483332,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923485801,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
7757616923486328,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923484197,MA0000-001,04/30/19,03/31/19,Commonwealth of Massachusetts,MA,false
7757616923491595,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923505163,OH0000-001,03/15/19,02/28/19,Treasurer of State of Ohio,OH,false
7757616923505163,NY0000-001,03/27/19,03/31/19,New York Withholding,NY,false
7757616923486861,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923489738,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923493122,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923489421,SC0000-001,04/30/19,03/31/19,S.C. Department of Revenue,SC,false
7757616923501657,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923501657,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923506329,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923501064,WA0000-014,07/31/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923509036,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
1393188436277665,NY0000-001,06/14/19,06/30/19,New York Withholding,NY,false
1403574545450416,MN0000-010,04/30/19,03/31/19,Unemployment Insurance Minnesota,MN,false
1375916692881069,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
1369946360961000,GA0000-001,07/31/19,06/30/19,Georgia Department of Revenue,GA,false
1388709772733808,MO0002-001,07/31/19,06/30/19,City of St. Louis,MO,false
1387157432099204,CT0000-010,07/31/19,06/30/19,"Administrator, Unemployment Compensation",CT,false
1389832742650195,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
1389832742650195,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1381203291765597,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
1400196143951434,NC0000-010,07/31/19,06/30/19,Division of Employment Security,NC,false
1398723250745572,PA0000-010,07/31/19,06/30/19,Pennsylvania UC Fund,PA,false
1405709642051727,NY0000-001,07/31/19,06/30/19,New York Withholding,NY,false
1403574545450416,PA9914-EIT,07/31/19,06/30/19,Keystone Collections Group - EIT,PA,false
1404942953891670,AL0000-001,07/31/19,06/30/19,Alabama Department of Revenue,AL,false
1402689898446659,GA0000-001,07/31/19,06/30/19,Georgia Department of Revenue,GA,false
1409079702838842,UT0000-010,04/30/19,03/31/19,Department of Workforce Services,UT,false
1409872652666460,WA0000-014,10/31/19,09/30/19,Washington - Family and Medical Leave Insurance,WA,false
1411647598217746,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
1409772688731197,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923479248,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
7757616923483332,KS0000-010,07/31/19,06/30/19,Kansas Employment Security Fund,KS,false
7757616923483332,MO0000-010,07/31/19,06/30/19,MO Department of Labor and Industrial Relations,MO,false
7757616923484197,MA0000-001,07/31/19,06/30/19,Commonwealth of Massachusetts,MA,false
1364449739318000,OH0000-001,09/16/19,08/31/19,Treasurer of State of Ohio,OH,false
1374778888419723,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
1374778888419723,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
1387157432099204,UT0000-010,10/31/19,09/30/19,Department of Workforce Services,UT,false
1387157432099204,WI0000-010,10/31/19,09/30/19,Wisconsin Department of Workforce Development,WI,false
1389038010553118,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
1389641286278750,MN0000-010,10/31/19,09/30/19,Unemployment Insurance Minnesota,MN,false
1381203291765597,UT0000-010,10/31/19,09/30/19,Department of Workforce Services,UT,false
7757616923480256,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923481871,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923484559,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923486328,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923479693,VT0000-001,10/25/19,09/30/19,Vermont Department of Taxes,VT,false
1409079702838842,NY0000-001,10/31/19,09/30/19,New York Withholding,NY,false
7757616923482268,PA9920-EIT,10/31/19,09/30/19,York Adams Tax Bureau - EIT,PA,false
7757616923493077,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923489738,AZ0000-010,07/31/19,06/30/19,Arizona Unemployment,AZ,false
7757616923489502,ID0000-010,07/31/19,06/30/19,Idaho DOL,ID,false
7757616923501657,NY0000-001,05/20/19,06/30/19,New York Withholding,NY,false
7757616923499132,VT0000-001,07/25/19,06/30/19,Vermont Department of Taxes,VT,false
7757616923501657,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923508496,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923506329,NV0000-010,07/31/19,06/30/19,Nevada Employment Security Division,NV,false
7757616923508329,VA0000-001,07/31/19,06/30/19,Virginia Department of Taxation,VA,false
7757616923491595,CT0000-001,10/31/19,09/30/19,Commissioner of Revenue Services,CT,false
1386533349360219,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1387157432099204,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
1387157432099204,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
1387157432099204,WA0000-150,10/31/19,09/30/19,Department of Labor and Industries,WA,false
1389641286278750,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1400196143951434,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923484559,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923482899,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923486328,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1372110483583000,NY0000-001,01/18/19,03/31/19,New York Withholding,NY,false
7757616923489421,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923487582,IL0000-010,07/31/19,06/30/19,Illinois Unemployment,IL,false
7757616923501064,OH0000-001,02/15/19,01/31/19,Treasurer of State of Ohio,OH,false
7757616923516127,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923526319,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923526319,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923533069,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923536399,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923549263,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923550035,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923550803,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923551377,NY0000-010,07/31/19,06/30/19,New York Unemployment,NY,false
7757616923553311,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1364449739318000,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
1364449739318000,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1393188436277665,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1393188436277665,TX0000-010,10/31/19,09/30/19,TWC,TX,false
1405698991970554,NY0000-001,03/05/19,03/31/19,New York Withholding,NY,false
1401466898646770,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1398723250745572,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923486328,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1369946360961000,WA0000-014,10/31/19,09/30/19,Washington - Family and Medical Leave Insurance,WA,false
1369946360961000,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1375916692881069,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
1381203291765597,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
1369946360961000,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1388694892926203,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
1386533349360219,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1387157432099204,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1389641286278750,HI0000-001,04/15/19,03/31/19,Hawaii State Tax Collector,HI,false
1389641286278750,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1389832742650195,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
1403574545450416,OH0000-001,07/31/19,06/30/19,Treasurer of State of Ohio,OH,false
1401466898646770,NY0000-001,04/30/19,03/31/19,New York Withholding,NY,false
1403640602045234,AZ0000-001,04/30/19,03/31/19,Arizona Withholding,AZ,false
1405467800273235,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
1405467800273235,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
1405467800273235,PA1476-051,04/30/19,03/31/19,HAB-LST,PA,false
1403565676375085,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1409944625125173,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923479248,WA0000-010,07/31/19,06/30/19,WA State Employment Security Department,WA,false
7757616923479248,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923480234,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1409872652666460,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923485438,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
7757616923483332,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
1409079749239544,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
1409944625125173,UT0000-001,04/30/19,03/31/19,State Tax Commission,UT,false
7757616923481062,DC0000-001,04/30/19,03/31/19,D.C. Treasurer,DC,false
7757616923479693,VT0000-001,04/25/19,03/31/19,Vermont Department of Taxes,VT,false
7757616923479693,MI0000-010,04/25/19,03/31/19,Unemployment Insurance Agency,MI,false
7757616923485801,,04/30/19,03/31/19,,,false
7757616923501859,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923501859,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
7757616923491655,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923492717,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923487728,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923487728,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
7757616923487582,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
7757616923494997,MN0000-010,04/30/19,03/31/19,Unemployment Insurance Minnesota,MN,false
7757616923495744,MI0006-001,04/30/19,03/31/19,Grand Rapids,MI,false
7757616923508496,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923501064,OR0000-001,04/30/19,03/31/19,Oregon Department of Revenue,OR,false
7757616923501064,VA0000-001,04/30/19,03/31/19,Virginia Department of Taxation,VA,false
7757616923509615,DC0000-010,04/30/19,03/31/19,DCDOES,DC,false
1372110483583000,NY0000-001,07/03/19,06/30/19,New York Withholding,NY,false
1387157432099204,CO0000-010,07/31/19,06/30/19,Colorado State Treasurer,CO,false
1387157432099204,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1389641286278750,PA0000-010,07/31/19,06/30/19,Pennsylvania UC Fund,PA,false
1394133639763206,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
1400196143951434,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
1403574545450416,MN0000-010,07/31/19,06/30/19,Unemployment Insurance Minnesota,MN,false
1403640602045234,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
7757616923480256,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1409079702838842,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
7757616923479816,PA9901-EIT,07/31/19,06/30/19,HAB-EIT,PA,false
7757616923479816,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923482268,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
1393006760872110,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1364449739318000,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
1369946360961000,KY0247-138,10/31/19,09/30/19,Louisville/Jefferson  Metro Revenue Com.,KY,false
1377147950095580,GA0000-001,10/31/19,09/30/19,Georgia Department of Revenue,GA,false
1386533349360219,KS0000-010,10/31/19,09/30/19,Kansas Employment Security Fund,KS,false
1402689898446659,NY0000-001,08/05/19,09/30/19,New York Withholding,NY,false
1396977073024176,DC0000-001,10/31/19,09/30/19,D.C. Treasurer,DC,false
1398723250745572,FL0000-010,10/31/19,09/30/19,Florida Department of Revenue,FL,false
1402689898446659,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
1400196143951434,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
1409079749239544,NY0000-001,09/04/19,09/30/19,New York Withholding,NY,false
7757616923481062,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923483553,OH1098-001,10/31/19,09/30/19,City Treasurer,OH,false
7757616923485620,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923486328,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923486168,MO0000-010,10/31/19,09/30/19,MO Department of Labor and Industrial Relations,MO,false
1409079702838842,VT0000-001,10/25/19,09/30/19,Vermont Department of Taxes,VT,false
7757616923484197,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923491595,MN0000-010,07/31/19,06/30/19,Unemployment Insurance Minnesota,MN,false
7757616923493205,MI0000-010,07/25/19,06/30/19,Unemployment Insurance Agency,MI,false
7757616923505163,,07/31/19,06/30/19,,,false
7757616923505163,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923496567,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923496567,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923482899,WA0000-010,04/30/19,03/31/19,WA State Employment Security Department,WA,false
1393188436277665,NY0000-001,01/15/19,03/31/19,New York Withholding,NY,false
1402689898446659,NY0000-001,01/18/19,03/31/19,New York Withholding,NY,false
7757616923489682,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923493077,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923494997,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923518989,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923523258,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923536399,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
7757616923542017,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923549263,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923550803,WA0000-150,07/31/19,06/30/19,Department of Labor and Industries,WA,false
7757616923562881,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1388709772733808,NY0000-001,02/05/19,03/31/19,New York Withholding,NY,false
1364449739318000,WA0000-150,04/30/19,03/31/19,Department of Labor and Industries,WA,false
1386533349360219,WA0000-014,07/31/19,06/30/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923483553,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
1389038010553118,TX0000-010,07/31/19,06/30/19,TWC,TX,false
1394133639763206,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
1404942953891670,NY0000-010,04/30/19,03/31/19,New York Unemployment,NY,false
1405370341815481,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1403640602045234,IL0000-001,10/31/19,09/30/19,Illinois Withholding,IL,false
1403640602045234,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
1364449739318000,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
1364449739318000,PA2079-143,05/31/19,03/31/19,City of Pittsburgh-Expense,PA,false
1386533349360219,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
1389038010553118,NH0000-010,04/30/19,03/31/19,State of NH - UC,NH,false
1389038010553118,VA0000-010,04/30/19,03/31/19,Virginia Employment Commission,VA,false
1401541940267367,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
1401541940267367,TX0000-010,07/31/19,06/30/19,TWC,TX,false
1405467800273235,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
1406238567792164,PA1798-001,04/30/19,03/31/19,HAB-EIT,PA,false
1409944625125173,CA0000-001,10/31/19,09/30/19,CA-EDD,CA,false
1409944625125173,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923483332,IL0000-001,07/31/19,06/30/19,Illinois Withholding,IL,false
7757616923481062,,04/30/19,03/31/19,,,false
7757616923482268,PA9920-EIT,04/30/19,03/31/19,York Adams Tax Bureau - EIT,PA,false
7757616923491595,CA0000-001,07/31/19,06/30/19,CA-EDD,CA,false
7757616923493205,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923501064,OH9999-001,04/15/19,03/31/19,Treasurer of State of Ohio,OH,false
7757616923486654,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923492380,IL0000-001,04/30/19,03/31/19,Illinois Withholding,IL,false
7757616923489502,NJ0000-001,04/30/19,03/31/19,Gross Income Tax,NJ,false
7757616923494621,IL0000-010,10/31/19,09/30/19,Illinois Unemployment,IL,false
7757616923495744,MA0000-010,04/30/19,03/31/19,MA Division of Unemployment Assistance,MA,false
7757616923495744,MN0000-010,04/30/19,03/31/19,Unemployment Insurance Minnesota,MN,false
7757616923496567,CO0000-010,04/30/19,03/31/19,Colorado State Treasurer,CO,false
7757616923498737,CA0000-001,04/30/19,03/31/19,CA-EDD,CA,false
7757616923501395,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923509036,FE0000-001,04/30/19,03/31/19,Internal Revenue Service,,false
7757616923507534,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923501395,PA0000-010,04/30/19,03/31/19,Pennsylvania UC Fund,PA,false
7757616923508496,CT0000-001,04/30/19,03/31/19,Commissioner of Revenue Services,CT,false
1389641286278750,NY0000-010,10/31/19,09/30/19,New York Unemployment,NY,false
1405698991970554,NY0000-001,06/05/19,06/30/19,New York Withholding,NY,false
1389641286278750,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
1389832742650195,VA0000-010,07/31/19,06/30/19,Virginia Employment Commission,VA,false
1389832742650195,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1389832742650195,MA0000-010,07/31/19,06/30/19,MA Division of Unemployment Assistance,MA,false
1401466898646770,GA0000-010,07/31/19,06/30/19,Georgia Department of Labor,GA,false
1395025880678561,FL0000-010,07/31/19,06/30/19,Florida Department of Revenue,FL,false
1411647598217746,FL0000-010,04/30/19,03/31/19,Florida Department of Revenue,FL,false
1409872652666460,NJ0000-001,07/30/19,06/30/19,Gross Income Tax,NJ,false
1409079749239544,ME0000-001,07/31/19,06/30/19,Maine Revenue Services,ME,false
7757616923481062,KS0000-010,07/31/19,06/30/19,Kansas Employment Security Fund,KS,false
1409079702838842,DC0000-010,07/31/19,06/30/19,DCDOES,DC,false
7757616923485801,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
1389832742650195,PA9901-LST,10/31/19,09/30/19,HAB-LST,PA,false
1372110483583000,PA9901-EIT,10/31/19,09/30/19,HAB-EIT,PA,false
1374778888419723,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
1381203291765597,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
1381203291765597,KY0000-010,10/31/19,09/30/19,Division of Unemployment Insurance,KY,false
1409079749239544,NH0000-010,10/31/19,09/30/19,State of NH - UC,NH,false
7757616923480256,AZ0000-001,10/31/19,09/30/19,Arizona Withholding,AZ,false
7757616923484559,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923486328,NY0000-001,10/03/19,09/30/19,New York Withholding,NY,false
7757616923479693,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923479816,CO0000-010,10/31/19,09/30/19,Colorado State Treasurer,CO,false
7757616923493077,PA9920-EIT,04/30/19,03/31/19,York Adams Tax Bureau - EIT,PA,false
7757616923486611,AZ0000-001,07/31/19,06/30/19,Arizona Withholding,AZ,false
7757616923486861,IA0000-010,07/31/19,06/30/19,Iowa Workforce Development,IA,false
7757616923494621,OR0000-001,07/31/19,06/30/19,Oregon Department of Revenue,OR,false
7757616923493122,SC0000-010,07/31/19,06/30/19,S.C. Dept. of Employment and Workforce,SC,false
7757616923493122,MO0002-001,07/31/19,06/30/19,City of St. Louis,MO,false
7757616923505163,WA0000-010,10/31/19,09/30/19,WA State Employment Security Department,WA,false
7757616923505163,NY0000-001,05/10/19,06/30/19,New York Withholding,NY,false
7757616923501859,WA0000-014,04/30/19,03/31/19,Washington - Family and Medical Leave Insurance,WA,false
7757616923505163,GA0000-001,07/31/19,06/30/19,Georgia Department of Revenue,GA,false
7757616923501064,VA0000-001,07/31/19,06/30/19,Virginia Department of Taxation,VA,false
7757616923501395,PA0000-001,07/31/19,06/30/19,Pennsylvania Department of Revenue,PA,false
7757616923512855,MN0000-010,07/31/19,06/30/19,Unemployment Insurance Minnesota,MN,false
7757616923491595,DC0000-010,10/31/19,09/30/19,DCDOES,DC,false
7757616923494621,DC0000-001,10/31/19,09/30/19,D.C. Treasurer,DC,false
7757616923487944,AZ0000-001,10/31/19,09/30/19,Arizona Withholding,AZ,false
7757616923487582,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923492717,MI0006-001,10/31/19,09/30/19,Grand Rapids,MI,false
7757616923493205,MI0000-010,10/25/19,09/30/19,Unemployment Insurance Agency,MI,false
7757616923495866,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923496567,NJ0000-001,10/30/19,09/30/19,Gross Income Tax,NJ,false
7757616923499132,PA9914-EIT,10/31/19,09/30/19,Keystone Collections Group - EIT,PA,false
7757616923499132,VT0000-001,10/25/19,09/30/19,Vermont Department of Taxes,VT,false
7757616923505020,NY0000-001,10/31/19,09/30/19,New York Withholding,NY,false
7757616923505163,MI0000-010,10/25/19,09/30/19,Unemployment Insurance Agency,MI,false
7757616923508329,VT0000-010,10/31/19,09/30/19,Vermont Department of Labor,VT,false
7757616923520968,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923530212,TX0000-010,07/31/19,06/30/19,TWC,TX,false
7757616923532637,FE0000-001,10/31/19,09/30/19,Internal Revenue Service,,false
7757616923548885,FE0000-001,07/31/19,06/30/19,Internal Revenue Service,,false
7757616923621105,TX0000-010,04/30/19,03/31/19,TWC,TX,false
7757616923624663,PA0000-001,10/31/19,09/30/19,Pennsylvania Department of Revenue,PA,false
7757616923624663,PA0000-010,10/31/19,09/30/19,Pennsylvania UC Fund,PA,false
7757616923631780,VA0000-001,10/31/19,09/30/19,Virginia Department of Taxation,VA,false
7757616923633141,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923625713,IN0000-010,10/31/19,09/30/19,Department of Workforce Development,IN,false
7757616923625713,,10/31/19,09/30/19,,,false
7757616923625713,AZ0000-010,10/31/19,09/30/19,Arizona Unemployment,AZ,false
7757616923625713,KY0247-138,10/31/19,09/30/19,Louisville/Jefferson  Metro Revenue Com.,KY,false
7757616923625713,LA0000-001,10/15/19,09/30/19,Department of Revenue and Taxation,LA,false
7757616923628115,NE0000-001,10/31/19,09/30/19,Nebraska Dept. of Revenue,NE,false
7757616923628115,NC0000-010,10/31/19,09/30/19,Division of Employment Security,NC,false
7757616923637711,PA9914-EIT,10/31/19,09/30/19,Keystone Collections Group - EIT,PA,false
7757616923632756,PA0000-010,10/31/19,09/30/19,Pennsylvania UC Fund,PA,false
7757616923636097,OR0000-001,10/31/19,09/30/19,Oregon Department of Revenue,OR,false
7757616923636664,DC0000-010,10/31/19,09/30/19,DCDOES,DC,false
