Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Kentucky Unemployment Tax,KY0000-010,"-$10,500.00","-$16,541.65",-$283.49,"$24,958.33","$32,333.30",$673.85,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889KY0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$35,458.33","$48,874.95",$957.34,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KY0000-010,Paper,Logan,12/9/2019,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Fayette County - OLF,KY0009-138,"-$16,541.65","-$16,541.65",-$372.20,"$16,541.65","$16,541.65",$372.20,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889KY0009-1387757616923591831,5/3/2019,2019 1,Tier 3,"$33,083.30","$33,083.30",$744.40,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KY0009-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Louisville / Jefferson County - OLTS,KY0247-053,$0.00,$0.00,$0.00,"$15,791.65","$15,791.65",$118.43,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889KY0247-1387757616923591831,5/3/2019,2019 1,Tier 3,"$15,791.65","$15,791.65",$118.43,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KY0247-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Louisville / Jefferson County - OLF,KY0247-138,$0.00,$0.00,$0.00,"$15,791.65","$15,791.65",$228.98,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889KY0247-1387757616923591831,5/3/2019,2019 1,Tier 3,"$15,791.65","$15,791.65",$228.98,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KY0247-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,North Carolina State Tax,NC0000-001,$0.00,$0.00,$0.00,"$16,757.76","$16,757.76",$0.00,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889NC0000-0017757616923591831,5/3/2019,2019 1,Tier 3,"$16,757.76","$16,757.76",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-001,Paper,Baker,12/9/2019,,12/11/2019,Done,No,Yes,no tax change,,,31.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Idaho State Tax,ID0000-001,"$28,624.10","$28,624.10","$1,002.00","$55,811.34","$55,811.34","$1,002.00",$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889ID0000-0017757616923591831,5/3/2019,2019 1,Tier 2,"$27,187.24","$27,187.24",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",ID0000-001,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Rhode Island SDI,RI0000-041,$0.00,$0.00,$0.00,"$12,934.63","$12,934.63",$142.29,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889RI0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$12,934.63","$12,934.63",$142.29,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",RI0000-010,Paper,Helper,12/9/2019,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Rhode Island State Tax,RI0000-001,$0.00,$0.00,$0.00,"$12,934.63","$12,934.63",$0.00,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889RI0000-0017757616923591831,5/3/2019,2019 1,Tier 2,"$12,934.63","$12,934.63",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",RI0000-001,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Idaho Workforce Development,ID0000-018,"$29,501.59","$29,501.59",$8.85,"$57,753.73","$57,753.73",$17.35,$8.50,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889ID0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$28,252.14","$28,252.14",$8.50,No,SW increase,"Administrative error, employee payroll was not included on the original return",ID0000-010,Paper,Helper,12/9/2019,,12/14/2019,"Needs Payment,Needs Printing",No,No,need to pay/print,State Tax,Baker,32.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Idaho State Unemployment Tax,ID0000-010,"$29,501.59","$29,501.59",$286.17,"$57,753.73","$57,753.73",$560.23,$274.06,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889ID0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$28,252.14","$28,252.14",$274.06,No,SW increase,"Administrative error, employee payroll was not included on the original return",ID0000-010,Paper,Helper,12/9/2019,,12/14/2019,"Needs Payment,Needs Printing",,No,need to pay/print,State Tax,Baker,32.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Alabama Unemployment Insurance Tax,AL0000-010,$0.00,$0.00,$0.00,"$8,000.00","$16,624.98",$215.99,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889AL0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$8,000.00","$16,624.98",$215.99,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-010,e-File,Kinzi,12/9/2019,,12/14/2019,Done,No,Yes,no original filing ,State Tax,,32.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,North Carolina State Unemployment Tax,NC0000-010,$0.00,$0.00,$0.00,"$17,600.26","$17,600.26",$175.98,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889NC0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$17,600.26","$17,600.26",$175.98,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,No,Yes,No Original File,State Tax,,31.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Fayette County - OLTS,KY1000-138,"-$16,541.65","-$16,541.65",-$82.70,"$16,541.65","$16,541.65",$82.70,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889KY1000-1387757616923591831,5/3/2019,2019 1,Tier 3,"$33,083.30","$33,083.30",$165.40,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",KY1000-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Rhode Island State Unemployment Tax,RI0000-010,$0.00,$0.00,$0.00,"$12,934.63","$12,934.63",$151.34,$0.00,"02801988 - Employee Laurel S. Relocated to GA. Need to amend from CA. (sara.fishman@gusto.com at Apr 22, 2019 at 10:15 AM) employees located in incorrect states. Need to amend CA (kathryn.beirise@gusto.com at Apr 24, 2019 at  1:08 PM) Marking for amendment to reflect wages reallocated from CA to IL for employe: Lolita Lopez. This employee was improperly set up in CA from her hire date but actually lived and work in IL during her entire employment. 02885419 (grace.buckley@gusto.com at May 08, 2019 at  8:54 AM) Amendment required to remove wages from CA and remit them to ID for a remote employee with incorrect work location. (via02979666) (todd.dowdy@gusto.com at May 20, 2019 at  2:12 PM) Employee was listed in CA and should have been listed in ID -- 03162681 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:24 PM) Employee was listed in CA and should have been listed in KY -- 03162608 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:41 PM) Margater W. should have been listed in KY but was listed in CA -- relocating wages per 03162604 (laurel.jackson@gusto.com at Jun 25, 2019 at  1:54 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:54 PM)",2019143593.3701388889RI0000-0107757616923591831,5/3/2019,2019 1,Tier 1,"$12,934.63","$12,934.63",$151.34,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",RI0000-010,Paper,Ben,12/9/2019,,12/11/2019,Done,No,Yes,No Original,State Tax,,31.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Alabama Withholding Tax,AL0000-001,$0.00,$0.00,$0.00,"$15,598.83","$15,598.83",$0.00,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778AL0000-0017757616923591831,9/27/2019,2019 2,Tier 2,"$15,598.83","$15,598.83",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-001,Hand Key,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Fayette County - OLF,KY0009-138,$0.00,$0.00,$0.00,"$16,369.98","$16,369.98",$368.34,$368.34," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778KY0009-1387757616923591831,9/27/2019,2019 2,Tier 3,"$16,369.98","$16,369.98",$368.34,No,SW increase,"Administrative error, employee payroll was not included on the original return",KY0009-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,South Carolina State Unemployment Insurance Tax,SC0000-010,$0.00,$0.00,$0.00,"$2,455.37","$15,694.23",$21.36,$21.36," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778SC0000-0107757616923591831,9/27/2019,2019 2,Tier 2,"$2,455.37","$15,694.23",$21.36,No,SW increase,"Administrative error, employee payroll was not included on the original return",SC0000-010,Paper,Helper,12/9/2019,,12/13/2019,Done,Yes,No,Paid (CHECK) - 217116550 - Done,State Tax,Ben,11.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,South Carolina State Unemployment Insurance Surcharge,SC0000-128,$0.00,$0.00,$0.00,"$2,455.37","$15,694.23",$1.47,$1.47," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778SC0000-0107757616923591831,9/27/2019,2019 2,Tier 2,"$2,455.37","$15,694.23",$1.47,No,SW increase,"Administrative error, employee payroll was not included on the original return",SC0000-010,Paper,Helper,12/9/2019,,12/13/2019,Done,No,No,Paid (CHECK) - 217116550 - Done,State Tax,Ben,11.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Kentucky Unemployment Tax,KY0000-010,"$6,541.67","$32,531.71",$176.62,"$6,541.67","$48,901.69",$176.62,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778KY0000-0107757616923591831,9/27/2019,2019 2,Tier 1,$0.00,"$16,369.98",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",KY0000-010,Paper,Logan,12/9/2019,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Kentucky Withholding Tax,KY0000-001,"$38,593.74","$38,593.74",$976.84,"$45,421.02","$45,421.02",$976.84,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778KY0000-0017757616923591831,9/27/2019,2019 2,Tier 3,"$6,827.28","$6,827.28",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",KY0000-001,Paper,Helper,12/9/2019,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,South Carolina State Withholding Tax,SC0000-001,$0.00,$0.00,$0.00,"$15,203.58","$15,203.58",$0.00,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778SC0000-0017757616923591831,9/27/2019,2019 2,Tier 2,"$15,203.58","$15,203.58",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",SC0000-001,Manual,,,,,,,,,,,
